FIRING_HEADER_ROW,Time Cue Number,Ignition Event Time,Number Of Devices,Duration,Coordinates,Chain Identifier,Lockout Identifier,Device Delay,Prefire Delay,Effect Name,Caliber,Category,Angles,Position Name,Animation Description,Module,Socket,Slat Address,Cue,Firing Notes,Product ID,Manufacturer Product ID,Animation ID,Location Primary,Location Secondary,Price Per Device,Mortar Caliber,Track Identifier
FIRING_DATA_ROW,,469.692,1,25,0.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 4,25s 25 Shot Silver Tourbillions Cake (5 Rows),1,0,,7,,MS500E,,,,,,,
FIRING_DATA_ROW,,469.692,1,25,-25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 2,25s 25 Shot Silver Tourbillions Cake (5 Rows),0,2,,0,,MS500E,,,,,,,
FIRING_DATA_ROW,,469.692,1,25,-50.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 0,25s 25 Shot Silver Tourbillions Cake (5 Rows),0,0,,4,,MS500E,,,,,,,
FIRING_DATA_ROW,,469.692,1,25,37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 7,25s 25 Shot Silver Tourbillions Cake (5 Rows),1,3,,7,,MS500E,,,,,,,
FIRING_DATA_ROW,,479.601,1,1.83,50.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack B,Gold Coconut Shell,4,4,,15,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,481.674,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,6,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,483.948,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,7,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,486.49,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,8,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,489.634,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,9,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,491.641,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,10,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,494.66,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,3,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,496.733,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,4,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,498.74,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,5,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,500.759,1,0,-37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2.8,7 Shot Crackling Mine To Crackling Bombard Cake Fan,"3""",Cakes,,Board 1,0s 7 Shot Crackling Mine To Crackling Cake Fan (1 Row),0,1,,11,,SE356,,,,,,,
FIRING_DATA_ROW,,504.177,1,25,80.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 11,25s 25 Shot Silver Tourbillions Cake (5 Rows),2,3,,10,,MS500E,,,,,,,
FIRING_DATA_ROW,,504.177,1,25,61.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 9,25s 25 Shot Silver Tourbillions Cake (5 Rows),2,1,,4,,MS500E,,,,,,,
FIRING_DATA_ROW,,504.177,1,25,50.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 8,25s 25 Shot Silver Tourbillions Cake (5 Rows),2,0,,8,,MS500E,,,,,,,
FIRING_DATA_ROW,,504.177,1,25,25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 6,25s 25 Shot Silver Tourbillions Cake (5 Rows),1,2,,1,,MS500E,,,,,,,
FIRING_DATA_ROW,,504.177,1,25,12.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 5,25s 25 Shot Silver Tourbillions Cake (5 Rows),1,1,,2,,MS500E,,,,,,,
FIRING_DATA_ROW,,504.177,1,25,-12.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 3,25s 25 Shot Silver Tourbillions Cake (5 Rows),0,3,,9,,MS500E,,,,,,,
FIRING_DATA_ROW,,504.177,1,25,-37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 1,25s 25 Shot Silver Tourbillions Cake (5 Rows),0,1,,4,,MS500E,,,,,,,
FIRING_DATA_ROW,,504.177,1,25,-25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 2,25s 25 Shot Silver Tourbillions Cake (5 Rows),0,2,,6,,MS500E,,,,,,,
FIRING_DATA_ROW,,510.169,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,14,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,512.978,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,11,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,516.189,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,12,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,522.251,1,24.5,-25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2.8,81 Shot Coconut w/ Varg Pistil Cake Z Shape,"3""",Cakes,,Board 2,24.5s 81 Shot Coconut w/ Variegated Pistil Cake Z Shape (9 Rows),0,2,,2,,TM113,,,,,,,
FIRING_DATA_ROW,,523.881,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,15,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,547.398,1,40.5,-50.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,10 Shot Popcorn Crackle Chrys Cake,"3""",Cakes,,Board 0,40.5s 10 Shot Popcorn Crackle Chrysanthemum Cake (1 Row),0,0,,7,,690 12s Double Timerain Crackle,,,,,,,
FIRING_DATA_ROW,,570.466,1,0,25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,13 Shot Gold Comet w/ Varg Mine Cake Fan,"5""",Cakes,,Board 6,0s 13 Shot Gold Comet w/ Blue & Green Mine Fnl Fan Cake (1 Row),1,2,,9,,222 13s FanSweep Twilight Glitter Comet w/ Multi Mine(01),,,,,,,
FIRING_DATA_ROW,,588.481,1,0,70.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2.8,7 Shot Crackling Mine To Crackling Bombard Cake Fan,"3""",Cakes,,Board 10,0s 7 Shot Crackling Mine To Crackling Cake Fan (1 Row),2,2,,9,,SE356,,,,,,,
FIRING_DATA_ROW,,591.406,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,2,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,594.092,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,5,,0,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,595.984,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,0,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,598.589,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,1,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,602.268,1,24.5,12.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2.8,81 Shot Coconut w/ Varg Pistil Cake Z Shape,"3""",Cakes,,Board 5,24.5s 81 Shot Coconut w/ Variegated Pistil Cake Z Shape (9 Rows),1,1,,5,,TM113,,,,,,,
FIRING_DATA_ROW,,627.102,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,3,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,629.788,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,5,,1,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,631.68,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,4,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,634.285,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,5,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,650.446,1,0,12.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,13 Shot Gold Comet w/ Varg Mine Cake Fan,"5""",Cakes,,Board 5,0s 13 Shot Gold Comet w/ Blue & Green Mine Fnl Fan Cake (1 Row),1,1,,9,,222 13s FanSweep Twilight Glitter Comet w/ Multi Mine(01),,,,,,,
FIRING_DATA_ROW,,652.582,1,25,-37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillions Cake,"3""",Cakes,,Board 1,25s 25 Shot Silver Tourbillions Cake (5 Rows),0,1,,3,,MS500 Red Tail,,,,,,,
FIRING_DATA_ROW,,654.582,1,25,80.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillions Cake,"3""",Cakes,,Board 11,25s 25 Shot Silver Tourbillions Cake (5 Rows),2,3,,6,,MS500 Red Tail,,,,,,,
FIRING_DATA_ROW,,656.582,1,25,-12.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillions Cake,"3""",Cakes,,Board 3,25s 25 Shot Silver Tourbillions Cake (5 Rows),0,3,,3,,MS500 Red Tail,,,,,,,
FIRING_DATA_ROW,,658.582,1,25,0.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 4,25s 25 Shot Silver Tourbillions Cake (5 Rows),1,0,,4,,MS500E,,,,,,,
FIRING_DATA_ROW,,660.582,1,25,12.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillions Cake,"3""",Cakes,,Board 5,25s 25 Shot Silver Tourbillions Cake (5 Rows),1,1,,3,,MS500 Red Tail,,,,,,,
FIRING_DATA_ROW,,662.582,1,25,37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillions Cake,"3""",Cakes,,Board 7,25s 25 Shot Silver Tourbillions Cake (5 Rows),1,3,,6,,MS500 Red Tail,,,,,,,
FIRING_DATA_ROW,,664.582,1,25,61.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillions Cake,"3""",Cakes,,Board 9,25s 25 Shot Silver Tourbillions Cake (5 Rows),2,1,,1,,MS500 Red Tail,,,,,,,
FIRING_DATA_ROW,,673.688,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,5,,2,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,675.793,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,6,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,683.505,1,0,70.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,13 Shot Gold Comet w/ Varg Mine Cake Fan,"5""",Cakes,,Board 10,0s 13 Shot Gold Comet w/ Blue & Green Mine Fnl Fan Cake (1 Row),2,2,,8,,222 13s FanSweep Twilight Glitter Comet w/ Multi Mine(01),,,,,,,
FIRING_DATA_ROW,,683.505,1,0,-25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,13 Shot Gold Comet w/ Varg Mine Cake Fan,"5""",Cakes,,Board 2,0s 13 Shot Gold Comet w/ Blue & Green Mine Fnl Fan Cake (1 Row),0,2,,8,,222 13s FanSweep Twilight Glitter Comet w/ Multi Mine(01),,,,,,,
FIRING_DATA_ROW,,683.985,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,0,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,686.161,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,5,,3,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,688.338,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,7,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,690.514,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,1,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,692.691,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,2,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,694.867,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,3,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,697.044,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,4,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,699.22,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,5,,4,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,701.397,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,5,,5,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,703.573,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,5,,6,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,705.75,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,5,,7,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,707.926,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,8,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,710.103,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,9,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,712.279,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,10,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,714.456,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,11,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,716.632,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,5,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,718.809,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,5,,8,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,720.985,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,0,,12,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,745.252,1,15.63,25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2.8,81 Shot z Comet To Brocade Crown w/ Falling Leaves Cake,"3""",Cakes,,Board 6,15.63s 81 Shot Comet To Gold Chrysanthemum w/ Falling Leaves Z Shape Cake (9 Rows),1,2,,0,,TM120,,,,,,,
FIRING_DATA_ROW,,764.695,1,26,80.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,27 Shot Red White Blue Peony Cake W Shape,"3""",Cakes,,Board 11,26s 27 Shot Red White Blue Peony Cake W Shape (5 Rows),2,3,,8,,GM436 27shot RWB Peony,,,,,,,
FIRING_DATA_ROW,,789.837,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,13,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,792.837,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,14,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,795.837,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,15,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,802.471,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 -35.010000 0.000000,,,0,0,Gold Comet,"3""",Comets,-35.01,Comets A,Gold Comet,0,4,,7,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,803.009,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 -23.340000 0.000000,,,0,0,Gold Comet,"3""",Comets,-23.34,Comets A,Gold Comet,0,4,,8,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,803.548,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 -11.670000 0.000000,,,0,0,Gold Comet,"3""",Comets,-11.67,Comets A,Gold Comet,0,4,,9,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,804.086,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,0,Gold Comet,"3""",Comets,,Comets A,Gold Comet,0,4,,10,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,804.625,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 11.670000 0.000000,,,0,0,Gold Comet,"3""",Comets,11.67,Comets A,Gold Comet,0,4,,11,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,805.163,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 23.340000 0.000000,,,0,0,Gold Comet,"3""",Comets,23.34,Comets A,Gold Comet,0,4,,12,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,805.702,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 35.010000 0.000000,,,0,0,Gold Comet,"3""",Comets,35.01,Comets A,Gold Comet,0,4,,13,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,806.24,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 -35.010000 0.000000,,,0,0,Gold Comet,"3""",Comets,-35.01,Comets C,Gold Comet,2,6,,13,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,806.779,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 -23.340000 0.000000,,,0,0,Gold Comet,"3""",Comets,-23.34,Comets C,Gold Comet,2,6,,12,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,807.317,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 -11.670000 0.000000,,,0,0,Gold Comet,"3""",Comets,-11.67,Comets C,Gold Comet,2,6,,11,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,807.856,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,0,Gold Comet,"3""",Comets,,Comets C,Gold Comet,2,6,,10,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,808.394,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 11.670000 0.000000,,,0,0,Gold Comet,"3""",Comets,11.67,Comets C,Gold Comet,2,6,,9,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,808.933,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 23.340000 0.000000,,,0,0,Gold Comet,"3""",Comets,23.34,Comets C,Gold Comet,2,6,,8,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,809.471,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 35.010000 0.000000,,,0,0,Gold Comet,"3""",Comets,35.01,Comets C,Gold Comet,2,6,,7,,Gold Wave Comet,,,,,,,
FIRING_DATA_ROW,,813.373,1,23,25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2.8,49 Shot Strobing Red & White & Blue Waterfall Cake Fan,"3""",Cakes,,Board 6,23s 49 Shot Twinkling Red & White & Blue Horsetail Fan Cake (7 Rows),1,2,,8,,TM490,,,,,,,
FIRING_DATA_ROW,,830.332,1,18,25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2.8,42 Shot White Waterfall Z Shape Cake Cake,"3""",Cakes,,Board 6,18s 42 Shot White Waterfall Cake Z Shape Cake (6 Rows),1,2,,6,,TM150,,,,,,,
FIRING_DATA_ROW,,851.705,1,1.83,50.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack B,Gold Coconut Shell,4,3,,13,,Mortar Gold Coconut,,,,,,,
